ResponseId,Q3_SHARED,Q19_SHARED,Q11_SHARED,Q16_SHARED,Q17_SHARED,Q18_SHARED,Q4_SHARED,Q20_SHARED,Q21_SHARED,Q75_SHARED_1,Q75_SHARED_2,Q75_SHARED_3,Q75_SHARED_4,Q75_SHARED_5,Q75_SHARED_6,Q75_SHARED_7,Q75_SHARED_8,Q37_SHARED_1,Q37_SHARED_2,Q37_SHARED_3,Q37_SHARED_4,Q37_SHARED_5,Q37_SHARED_6,Q37_SHARED_7,Q37_SHARED_8,Q38_SHARED_1,Q38_SHARED_2,Q38_SHARED_3,Q38_SHARED_4,Q38_SHARED_5,Q38_SHARED_6,Q38_SHARED_7,Q38_SHARED_8,Q40_SHARED_1,Q40_SHARED_2,Q40_SHARED_3,Q40_SHARED_4,Q40_SHARED_5,Q40_SHARED_6,Q40_SHARED_7,Q40_SHARED_8,Q41_SHARED_1,Q41_SHARED_2,Q41_SHARED_3,Q41_SHARED_4,Q41_SHARED_5,Q41_SHARED_6,Q41_SHARED_7,Q41_SHARED_8,Q43_SHARED_1,Q43_SHARED_2,Q43_SHARED_3,Q43_SHARED_4,Q43_SHARED_5,Q43_SHARED_6,Q43_SHARED_7,Q43_SHARED_8,Q52_SHARED_1,Q52_SHARED_2,Q52_SHARED_3,Q52_SHARED_4,Q52_SHARED_5,Q52_SHARED_6,Q52_SHARED_7,Q53_SHARED_1,Q53_SHARED_2,Q53_SHARED_3,Q53_SHARED_4,Q53_SHARED_5,Q53_SHARED_6,Q53_SHARED_7,LOB,quarter,year,wave
R_3s0nRkR0abOUFTZ,44,1,1,3,1,5,6,deputy director,11,,1,,,,1,1,,,1,,,,,,,,3,,,,,,,,3,,,,3,3,,,1,,,,,,,,3,,,,3,3,,1,,,,,,,3,,,,,,,1,4,2024,2
R_5wnOJbobeBa9Ikg,43,1,1,43,2,2,5,Skilled electrician,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,5,,5,,,,1,1,1,1,1,1,1,3,4,4,4,4,4,3,1,4,2024,2
R_39aEfdu1fNnjDgu,28,1,2,44,1,3,3,Director of Operations ,8,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,1,1,1,,1,1,1,3,5,3,,4,5,3,1,4,2024,2
R_6CgCdtMRfjrnHv8,54,3,2,39,1,1,4,Direct Care Worker and Landlord,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,3,2,2,,,4,,1,4,2024,2
R_5BmqFeew3fDgxC9,39,1,1,11,5,4,5,Conultant,14,,1,,,1,,,1,,1,,,1,,,,,5,,,3,,,,,5,,,5,,,4,,1,,,,,,,,5,,,3,,,3,1,,1,,,1,1,5,,4,,,3,5,1,4,2024,2
R_3wS4JHB7k5IGbau,39,1,1,21,2,1,3,Operations manager,6,,1,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,3,,,,3,,,1,1,1,1,1,1,1,2,5,4,4,2,5,2,1,4,2024,2
R_3CWL1JA1Vc1W45D,37,1,1,41,1,3,6,Owner,7,1,1,1,1,,1,1,1,,1,,1,,,,,,5,,5,,,,,4,5,3,5,,5,4,5,,,,,,,,,5,5,4,2,,5,4,5,1,1,1,1,1,1,1,4,5,5,3,5,5,5,1,4,2024,2
R_10cVklr9SHqamSK,48,1,1,10,2,2,3,Chef executive of operations ,3,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,,,,,,1,,,1,1,1,,5,,,5,4,3,1,4,2024,2
R_6kTeYsbNFF583bH,50,1,1,19,1,5,5,Chief executive officer ,8,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,1,,,,,,,,5,5,,,,,,1,1,,,,,,4,5,,,1,4,2024,2
R_6P4BD1RsQDpupJl,45,1,2,16,1,2,3,Manager ,8,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,1,1,1,,1,1,,2,5,4,,5,5,,1,4,2024,2
R_3M3vt5UCuWfIzNT,40,1,1,11,1,3,8,Director,6,,,1,,1,,,,,,1,,1,,,,,,4,,4,,,,,,3,,4,,,,,,1,,1,,,,,,4,,4,,,,,1,,,1,1,,,4,,,3,4,,1,4,2024,2
R_7fl1GtQfEqL8Mnv,56,1,2,44,1,2,3,admoin,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,1,1,,,,,,,3,3,,,,1,1,1,1,1,1,1,3,3,3,3,4,4,3,1,4,2024,2
R_5mdOipEVTZUYys1,47,1,1,5,1,5,5,Director,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,5,,,,,,4,1,2,2025,4
R_3Lq3ivI1XBi4ICd,35,1,2,33,1,5,6,Executive Manager ,2,1,1,,1,1,,,,1,1,,1,1,,,,4,4,,3,3,,,,4,4,,3,4,,,,,1,,,,,,,3,3,,4,3,,,,,,,,,1,1,,,,,,5,5,1,2,2025,4
R_7EzHcLlGsUMZg1p,34,1,1,44,1,3,3,Supervisor,3,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,1,,,,,,,,5,,,,,,,1,,1,1,1,,,5,,3,5,5,,1,2,2025,4
R_1eFZBXuvsCo8EbH,30,1,1,38,1,2,4,Co owner,2,1,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,4,,,,,,,,,,,5,,,,,5,,,1,1,1,1,1,1,1,3,5,3,4,5,5,5,1,2,2025,4
R_1rMUrawteDoCjkb,46,3,2,31,4,4,6,Owner,5,,,,1,1,1,1,,,,,,1,,,,,,,,2,,,,,,,2,2,2,2,,,,,,,,1,,,,,2,2,2,2,,,1,1,1,,,,,2,2,2,,,,1,2,2025,4
R_72l0VaDfKpnLqd7,38,1,1,34,1,5,5,Executive ,8,1,1,1,1,1,1,1,,,,,,1,,,,,,,,5,,,,4,5,5,3,5,3,5,,,1,,,1,,,,3,4,5,3,5,3,5,,1,1,1,1,,1,1,5,3,4,3,,5,5,1,2,2025,4
R_6QfsPa1SNxpsHsN,54,6,1,5,4,1,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,2,2025,4
R_7oFsciMughsaQC9,78,8,1,15,1,5,4,,15,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,1,1,1,1,,4,3,2,2,2,3,2,2,2025,4
R_11CuxHKHwvxALCh,59,9,2,28,1,1,3,Not employed ,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,4,3,2,,,2,2,2,2,2025,4
R_1pMF0RRLnwBXKSa,65,8,2,48,1,3,1,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,3,,,,,,1,1,1,,1,1,,3,2,3,,3,3,,2,2,2025,4
R_1LGvajFJ9lcPq5R,64,1,1,5,1,4,6,Director Labor Relations,3,,,1,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,3,,,,,3,1,1,1,1,1,1,1,2,4,2,2,3,3,3,2,2,2025,4
R_7r1aGBJxqzEK9H6,68,8,1,45,1,2,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,4,3,3,4,4,5,2,2,2025,4
R_1MzbTTq70tvVVWi,71,8,2,5,1,2,5,retired,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2025,4
R_6mwqhL4Nqm6SxLb,76,8,1,47,1,1,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,3,2,,3,3,3,2,2,2025,4
R_6L0cV5btmGi33l7,80,6,2,18,1,2,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,5,3,,5,5,5,2,2,2025,4
R_6V3NRP8lLHnvPTr,63,1,2,36,1,1,2,Customer Service Sales Associate ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,4,3,2,,2,2,,2,2,2025,4
R_5ekkyRsyxn2xpKe,43,1,2,43,1,3,4,Manager,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,5,5,5,,5,5,,1,1,2025,3
R_7eCrXXvgvMy2Ljq,52,1,1,5,1,5,5,Department Head,7,1,1,1,1,1,,,1,,1,1,,1,,,,,5,4,,5,,,,5,5,5,5,5,,,5,,1,,1,1,,,,5,5,5,4,5,,,5,,,1,1,,,1,,,5,5,,,5,1,1,2025,3
R_3ZLECiDqdpX0ZfH,26,1,2,10,2,4,3,Nurse,10,1,,,,,1,,1,,,,,,,,,,,,,,,,,5,,,,,5,,3,,,,,,,,,3,,,,,3,,4,1,1,,1,1,1,1,4,5,,5,4,3,3,1,1,2025,3
R_3RxZGQlsb2jrmQt,51,3,1,10,1,3,6,Professional painter,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,,1,1,1,,1,1,1,3,1,1,,2,1,4,1,1,2025,3
R_5P1ZdWOJQ46MWcJ,34,1,2,33,1,4,4,CEO,5,1,,,,,1,,,1,,,,,,,,5,,,,,,,,4,,,,,3,,,1,,,,,,,,4,,,,,4,,,,,,1,,,,,,,4,,,,1,1,2025,3
R_6Qa4TTdC5tsHgqf,42,1,2,3,1,4,3,Director,7,1,1,1,1,1,1,1,1,,1,,,,,,,,5,,,,,,,5,5,5,5,5,5,5,5,,,,,,,,,4,5,5,5,4,5,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,2025,3
R_7Y4kUGztL1V7tQn,35,1,1,44,1,5,3,Information technology,14,1,1,,,1,,,1,,,,,,,,1,,,,,,,,2,1,2,,,2,,,3,,,,,,,,1,3,4,,,3,,,5,,1,,,,,1,,3,,,,,3,1,1,2025,3
R_3KaFKMP1lbpu3ex,51,1,1,3,1,4,5,CISO,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,4,4,,,,5,,1,1,2025,3
R_6FXSsckydBiMSrG,42,1,1,31,4,5,5,Director HR,14,1,1,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,3,4,,,,,,,,,,,1,,1,,,,,3,,3,1,1,2025,3
R_1wySFPSBtal2ebh,39,1,1,38,5,1,1,Manager,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,2025,3
R_3urH7nzvFQNuttr,37,1,1,44,2,5,7,Information Technology,7,,,1,1,1,1,,,,,,,,1,,,,,,,,3,,,,,4,2,3,5,,,,,,,,1,,,,,4,2,3,5,,,,1,,1,,,1,,4,,3,,,2,1,1,2025,3
R_7hF2oqyDXtRBLDg,66,3,2,39,1,4,5,Owner,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,2,3,2,,4,3,4,1,1,2025,3
R_1GdLrgROCnKw7cn,46,1,1,44,3,2,2,It director ,10,,1,,,,1,,1,,,,,,,,,,,,,,,,,,2,,,,1,,2,,,,,,,,,,4,,,,3,,3,1,1,1,,,1,1,4,5,3,,,4,3,1,1,2025,3
R_6q96AVEPL7cdQz4,38,1,1,34,1,3,5,Owner,2,1,0,1,0,1,1,1,0,0,,0,,0,1,0,,,,,,,5,,,2,,1,,4,5,1,,0,,0,,0,1,0,,2,,1,,4,5,2,,1,1,1,0,1,1,1,4,3,4,,4,2,5,1,3,2024,1
R_1A58xEkrFbcdkY1,57,1,1,5,1,5,8,CEO,10,1,1,1,1,1,0,1,0,0,0,0,0,1,,0,,,,,,4,,,,3,3,3,3,5,,3,,0,0,0,0,1,,0,,4,3,3,3,5,,3,,1,1,1,1,0,1,1,5,4,3,5,,3,4,1,3,2024,1
R_58Y4INObrnBTVHj,43,1,2,39,1,1,2,Manager,6,0,0,0,0,1,0,0,0,,,,,1,,,,,,,,3,,,,,,,,2,,,,,,,,0,,,,,,,,5,,,,0,1,0,0,1,1,0,,3,,,3,3,,1,3,2024,1
R_77e3brLT6iRNs2D,42,3,2,39,2,4,1,Sales Manager,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,3,,3,4,4,,1,3,2024,1
R_5CkCjX2VA3iw8cp,25,1,1,19,2,2,4,Education,10,0,0,0,1,1,0,0,0,,,,0,1,,,,,,,,4,,,,,,,4,5,,,,,,,1,0,,,,,,,5,5,,,,1,0,0,1,1,1,0,3,,,5,5,4,,1,3,2024,1
R_6mlKpX5mBOC4h4l,47,1,2,23,2,4,4,CEO,7,0,0,0,1,1,0,0,1,,,,0,1,,,0,,,,,5,,,,,,,5,5,,,3,,,,1,0,,,0,,,,4,5,,,5,1,1,1,1,1,1,1,2,2,3,2,5,5,4,1,3,2024,1
R_7Ecy2qVv7AYAY48,51,1,2,15,1,1,3,Candy dipper ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,5,2,2,2,,3,2,2,1,2025,3
R_6EuvI7f2Z8TtpU0,41,9,2,4,1,1,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,5,4,,,2,2,2,2,1,2025,3
R_39g5EJ2vX6e6ZyN,59,8,2,19,1,2,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,5,5,,,4,5,5,2,1,2025,3
R_1Y353T6tCP0vRkd,72,8,2,23,1,4,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,3,2,,3,3,3,2,1,2025,3
R_7HuAWKpYp9r4lTQ,54,6,2,11,2,1,1,Homecare work ,15,,1,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,5,,,5,,,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,1,2025,3
R_5aKtvVhNArEBU2O,74,8,2,46,1,1,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,4,5,5,2,1,2025,3
R_52lzs5yKL8Y7BYC,65,8,2,30,1,5,6,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,4,,2,1,2025,3
R_39VD8aFeM5LrGXD,76,8,2,34,2,5,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,3,3,4,5,5,3,2,1,2025,3
R_53DyAQ5jmAfvbJp,73,8,1,31,1,5,3,Retired ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,4,3,3,,,4,4,2,1,2025,3
R_3dTxJDUtgvryyjL,85,8,2,34,1,1,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,3,3,,,3,3,3,2,1,2025,3
R_5zIU1ScdW0t44Tt,83,8,1,20,1,2,4,Retired,15,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,1,1,5,5,5,,5,5,5,2,1,2025,3
R_72D1jgC907JM6QZ,64,1,2,11,2,2,2,Administrative Assistant ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,3,3,,,,3,,2,1,2025,3
R_6TKPcEBcjHpL0ht,68,8,2,24,1,2,1,none,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,3,,,,,3,,2,1,2025,3
R_3fxS3YYpxVQYMKO,68,3,2,10,1,2,5,realtor and vacation rental specialist,11,0,0,0,1,0,0,0,0,,,,1,,,,,,,,3,,,,,,,,5,,,,,,,,0,,,,,,,,4,,,,,1,1,0,0,1,1,1,5,5,,,3,3,3,2,3,2024,1
R_6PjWfmNU1yNXFIL,60,8,2,21,1,4,7,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,3,4,,,,2,2,2,3,2024,1
R_32aTZhUbc8nusaG,58,1,2,15,1,5,5,teacher,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,2,2,2,,2,2,,2,3,2024,1
R_7rf4PePVVK6Sjl4,83,8,2,36,1,2,2,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,,,,,4,4,,2,3,2024,1
R_3yGWGsSUPIJT1df,69,8,2,34,2,1,3,-99,15,0,0,0,1,0,0,0,0,,,,-99,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,1,1,1,0,1,1,0,5,2,3,,3,3,,2,3,2024,1
R_7gtP77F8lOG1RxV,27,1,2,24,3,2,4,CNA,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,3,4,,,3,3,3,2,3,2024,1
R_5PZUuWi40jTJ1UB,40,1,1,14,1,4,8,IT Sales Professional,14,0,1,1,0,1,0,0,0,,-99,-99,,-99,,,,,,,,,,,,,3,3,,3,,,,,0,1,,0,,,,,3,3,,3,,,,1,1,1,1,1,1,1,3,3,2,2,3,4,3,2,3,2024,1
R_1UXSUKWE1nVrPUD,81,8,2,24,1,3,3,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,3,3,3,,3,3,3,2,3,2024,1
R_3Ph642Qpf5FhyJW,36,1,2,39,1,1,3,Takeout cashie,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,3,3,1,,4,4,,2,3,2024,1
R_6Gv784WZ0xiY2eY,65,9,2,10,1,4,3,Do not work I am disabled,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,5,5,,,,5,,2,3,2024,1
R_5QYcxIFlWxLvarx,43,1,3,36,1,4,4,Registered Respiratory Therapist ,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,,3,,,3,3,3,2,3,2024,1
R_7dSkyiRVFD4KTYI,59,8,2,10,1,3,3,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,5,5,3,,3,4,,2,3,2024,1
R_5gA85fuoIXbfrQy,82,8,1,44,1,5,7,self employed,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,3,4,2,3,2,2,2,3,2024,1
R_6P6kv2usBVcSXc2,69,8,2,14,1,1,4,Retired ,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,,1,1,2,2,3,2024,1
R_1dseWeMoNIQqJ7t,39,9,2,26,1,1,3,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,1,1,1,1,1,1,1,4,4,4,4,5,5,5,2,4,2024,2
R_3PIfxm8mdd3oVjS,66,1,2,36,1,1,2,partner,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,1,2,,4,4,4,2,4,2024,2
R_301B57VBmdNZWRa,82,8,2,5,1,2,2,,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,2,,,,1,1,1,1,1,1,1,4,3,4,4,4,4,4,2,4,2024,2
R_132xCbN2lWy5r4K,54,2,2,28,4,3,7,admin,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,2,4,2024,2
R_6ftYvhmUJBYM2jf,68,8,2,26,1,2,1,Retired ,15,,,1,,1,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,2,,1,,,,1,1,,,1,1,1,2,2,,,2,2,2,2,4,2024,2
R_1iWgReM9RR1vyMh,41,1,1,14,2,1,2,Nurse ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,5,,,5,5,,2,4,2024,2
R_5uOjbd7yWrAR03o,77,8,2,11,1,3,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,4,4,,,4,4,4,2,4,2024,2
R_7YsUjIp1cQ7xljj,40,1,2,44,1,3,4,licensed vocational nurse,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,3,3,2,,3,3,,2,4,2024,2
R_7iJE0njDW4GG0tE,66,1,2,10,2,1,3,medical coder,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,4,2024,2
R_1aIuRpxOMOvlkvj,70,8,2,39,1,1,3,None,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,2,,,3,,2,4,2024,2
R_7ryCAbA299e4hmp,48,1,2,3,1,3,2,Associate,14,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,1,1,,3,1,,,3,1,,2,4,2024,2
R_3bXiVGTijsimydP,76,8,2,28,1,4,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,2,,4,4,4,2,4,2024,2
R_1jfwZ4tO47YrXSv,73,2,1,39,1,5,6,EMT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,3,,,,,4,3,2,4,2024,2
R_7zkkA0l7MwX0yKG,68,3,2,18,1,5,4,OWNER CEO,11,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,4,,,1,1,,,1,,,4,4,,,4,,1,4,2024,2
R_4Qtaj3p1NiABJhE,56,1,1,48,1,5,6,Manager,7,,1,,1,,1,1,,,1,,1,,1,,,,5,,5,,5,,,,5,,5,,5,5,,,1,,1,,1,,,,5,,5,,5,5,,,,1,,1,1,1,,,5,,5,5,5,1,4,2024,2
R_3sZaHC55n1VHB2F,52,1,1,34,2,1,4,Manager ,2,,1,,1,1,,,,,,,,1,,,,,,,,5,,,,,4,,4,4,,,,,1,,,1,,,,,5,,4,5,,,,1,1,1,1,1,1,,5,5,5,5,5,5,,1,4,2024,2
R_3I4VoyO3U1MK1tk,35,1,2,41,1,4,4,chief information officer,7,,1,1,1,1,,,,,,,,1,,,,,,,,4,,,,,4,5,3,5,,,,,,,,,,,,,4,5,3,5,,,,,,,,,,,,,,,,,,1,4,2024,2
R_7keq4p9WjtVjEwp,34,1,1,5,2,4,8,Chief Executive Officer ,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,1,1,1,1,1,1,,5,5,5,5,5,5,,1,4,2024,2
R_7zCLzsuEj0zfwCZ,46,1,2,11,2,4,4,Registered Nurse ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,3,3,3,,3,3,,1,4,2024,2
R_706bH2kUQ1VZdsd,40,1,1,41,1,5,8,Business Owner,3,1,,1,1,1,1,,1,1,,,,1,,,,4,,,,3,,,,4,,2,3,4,3,,3,,,,,1,,,,5,,4,3,5,3,,4,,,1,1,1,1,1,,,4,4,3,4,5,1,4,2024,2
R_3j6cT86Ul6aWLmN,35,1,1,6,1,5,5,IT Director,9,1,1,1,1,1,1,,,,,,,1,,,,,,,,4,,,,3,4,3,2,4,3,,,,,,,1,,,,2,2,3,3,4,2,,,1,1,,,,,1,4,5,,,,,3,1,2,2025,4
R_6o26gT98JWRxsVF,37,1,1,21,1,4,6,CIO,5,,1,,1,,,,,,1,,,,,,,,4,,,,,,,,4,,5,,,,,,1,,,,,,,,4,,5,,,,,1,,,,,,,3,,,,,,,1,2,2025,4
R_32a35dNKIyk8Xi2,30,1,1,33,1,4,6,cef,6,,,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,1,,,,,,,4,,1,2,2025,4
R_1EN353VcEDia5xW,78,3,2,23,1,4,4,President ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,5,4,,,,2,5,1,2,2025,4
R_7gnC9BhZkj3DTn8,29,1,2,42,4,4,6,Manager ,5,,,,1,1,,,1,,,,1,,,,,,,,5,,,,,,,,5,3,,,3,,,,1,,,,,,,,5,3,,,4,1,,,,,1,,3,,,,,2,,1,2,2025,4
R_7Q1D3RIitlvGqg9,35,1,1,37,1,4,5,Director,8,1,,,1,1,,1,,,,,1,,,1,,,,,4,,,5,,4,,,4,5,,4,,1,,,1,,,1,,5,,,4,5,,4,,1,1,,,1,,1,5,4,,,4,,5,1,2,2025,4
R_7MS7WLN8zflzC1s,25,1,1,33,1,4,4,Logistics manager ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,5,,2,4,4,4,1,2,2025,4
R_1e3M3zZMOKLnj08,46,1,1,43,1,5,6,director,8,1,,,1,,,,1,1,,,1,,,,1,4,,,4,,,,5,5,,,4,,,,5,,,,1,,,,,3,,,3,,,,4,1,,1,1,,1,1,4,,4,5,,3,4,1,2,2025,4
R_5ojs814ohyKBXY7,48,1,1,19,1,5,7,manager,7,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,3,3,,,1,,,,,,,5,,,,,,,1,2,2025,4
R_5LkRzSjeKVDSXDj,38,1,2,16,1,2,2,Assistant manager ,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,3,,,,1,1,,1,1,1,,5,4,,5,5,5,,1,2,2025,4
